application_id,requested_amount_usd,repayment_term_text,interest_rate_text,monthly_installment_usd,last_payment_amount_usd,risk_grade_band,risk_grade_detail,employment_tenure_text,housing_status,annual_income_usd,income_verification_status,origination_month,outcome_status,loan_purpose,region_code,debt_to_income_ratio,credit_score_low,credit_score_high,open_credit_lines,public_records_count,revolving_utilization_text
115693807,18025.0, 60 months,30.99,594.18,594.18,G,G5,9 years,MORTGAGE,41000.0,Verified,Sep-2017,Charged Off,debt_consolidation,PA,13.91,675.0,679.0,5.0,0.0,78.0
38619854,7525.0, 36 months, 14.99 ,260.82,3.21,C,C5,< 1 year,rent,20000.0,Verified,Jan-2015,Fully Paid,credit_card,NY,10.2,675.0,679.0,4.0,0.0,97.5
80699980,22800.0, 60 months,7.39,455.68,13334.37,A,A4,10+ years,MORTGAGE,80000.0,Source Verified,Jun-2016,Fully Paid,debt_consolidation,FL,22.82,690.0,694.0,7.0,0.0,50.6
76383865,10000.0, 36 months,15.31,348.18,38.71,C,C5,2 years,MORTGAGE,55000.0,Source Verified,Apr-2016,Charged Off,debt_consolidation,NJ,13.5,690.0,694.0,9.0,0.0,63.8
50003597,14000.0, 60 months,26.77,425.58,425.58,G,G1,7 years,RENT,150000.0,Verified,May-2015,Charged Off,major_purchase,CA,9.59,685.0,689.0,7.0,0.0,25.5
127974677,6000.0, 36 months,15.05,208.14,208.14,C,C4,,RENT,50000.0,Source Verified,Feb-2018,Charged Off,debt_consolidation,TX,16.61,675.0,679.0,7.0,1.0,18.4
48585567,6500.0, 36 months,18.25,235.81,1153.94,E,E1,1 year,MORTGAGE,52000.0,Verified,Jun-2015,Fully Paid,debt_consolidation,KS,0.58,660.0,664.0,3.0,2.0,3.9
65794422,9000.0, 36 months,11.49,296.75,296.38,B,B5,1 year,RENT,40000.0,Not Verified,Nov-2015,Fully Paid,debt_consolidation,SC,20.01,695.0,699.0,17.0,0.0,41.6
76144044,22875.0, 36 months,13.67,778.16,9509.03,C,C3,10+ years,OWN,52000.0,Verified,Apr-2016,Fully Paid,debt_consolidation,NJ,28.58,700.0,704.0,17.0,0.0,51.7
116256991,5000.0, 36 months,19.03,183.36,183.36,D,D3,3 years,RENT,34000.0,Source Verified,Aug-2017,Charged Off,credit_card,NJ,23.04,705.0,709.0,5.0,0.0,61.0
60547506,5100.0, 36 months,5.32,153.59,153.41,A,A1,10+ years,MORTGAGE,36000.0,Not Verified,Sep-2015,Fully Paid,debt_consolidation,AR,13.27,795.0,799.0,7.0,0.0,15.2
59101101,10800.0, 36 months,13.33,365.62,385.66,C,C3,1 year,RENT,30000.0,Source Verified,Sep-2015,Charged Off,debt_consolidation,MA,26.12,695.0,699.0,7.0,0.0,59.8
43985625,16075.0, 36 months,16.99,573.04,600.72,D,D3,10+ years,MORTGAGE,60000.0,Source Verified,Apr-2015,Charged Off,debt_consolidation,KY,11.48,685.0,689.0,11.0,0.0,58.1
76719140,18400.0, 60 months,17.27,459.97,459.97,D,D2,< 1 year,RENT,40000.0,Verified,Apr-2016,Charged Off,debt_consolidation,TX,9.15,710.0,714.0,7.0,0.0,64.5
60356791,10000.0, 60 months,16.55,246.12,246.12,D,D2,< 1 year,RENT,35360.0,Source Verified,Sep-2015,Charged Off,debt_consolidation,IL,26.65,685.0,689.0,31.0,1.0,35.3
79472362,10000.0, 36 months,7.89,312.86,312.86,A,A5,,MORTGAGE,56000.0,Not Verified,Jun-2016,Charged Off,credit_card,IL,7.76,690.0,694.0,8.0,0.0,57.8
58592236,35000.0, 60 months,23.99,1006.68,1006.68,F,F3,7 years,OWN,100000.0,Verified,Aug-2015,Charged Off,debt_consolidation,DC,4.89,755.0,759.0,4.0,0.0,39.3
82860619,10000.0, 36 months,10.99,327.34,7884.02,B,B4,10+ years,MORTGAGE,75000.0,Verified,Jun-2016,Fully Paid,credit_card,MD,23.73,675.0,679.0,11.0,0.0,69.6
58682560,25200.0, 60 months,20.99,681.61,681.61,E,E5,6 years,RENT,60000.0,Verified,Sep-2015,Charged Off,debt_consolidation,TX,31.18,680.0,684.0,16.0,0.0,92.2
55970292,10000.0, 36 months,9.99,322.63,4298.54,B,B3,10+ years,MORTGAGE,60000.0,Source Verified,Aug-2015,Fully Paid,debt_consolidation,CO,6.94,665.0,669.0,5.0,1.0,85.8
78994282,4000.0, 36 months,6.97,123.46,2890.43,A,A3,< 1 year,MORTGAGE,,Not Verified,May-2016,Fully Paid,major_purchase,TX,27.92,710.0,714.0,10.0,0.0,28.3
75869578,17925.0, 60 months,25.88,535.42,535.42,F,F4,10+ years,OWN,65000.0,Verified,Apr-2016,Charged Off,debt_consolidation,HI,31.34,685.0,689.0,10.0,0.0,33.5
48605272,4125.0, 36 months,12.29,137.59,2391.61,C,C1,2 years,RENT,57000.0,Not Verified,May-2015,Fully Paid,credit_card,WA,7.83,695.0,699.0,5.0,0.0,80.0
57265195,6000.0, 36 months,6.89,184.97,184.61,A,A3,2 years,RENT,62300.0,Source Verified,Aug-2015,Fully Paid,debt_consolidation,CA,10.21,790.0,794.0,7.0,0.0,4.0
60246085,8400.0, 36 months,8.18,263.93,126.9,B,B1,10+ years,MORTGAGE,83000.0,Not Verified,Sep-2015,Fully Paid,debt_consolidation,FL,10.61,685.0,689.0,8.0,0.0,81.3
112059292,15000.0, 60 months,21.45,409.61,409.61,D,D5,2 years,MORTGAGE,105500.0,Source Verified,Jul-2017,Charged Off,debt_consolidation,PA,28.52,665.0,669.0,15.0,0.0,70.3
54364508,23650.0, 60 months, 23.99 ,680.23,680.23,F,F3,< 1 year,MORTGAGE,110000.0,Verified,Jul-2015,Charged Off,home_improvement , TX ,bad,665.0,669.0,17.0,1.0, 48.0 
43540695,7100.0, 36 months,14.65,244.91,244.91,C,C5,7 years,MORTGAGE,70000.0,Source Verified,Mar-2015,Charged Off,debt_consolidation,FL,25.42,675.0,679.0,10.0,0.0,39.0
113038026,2400.0, 36 months,7.97,75.18,1284.01,A,A5,10+ years,RENT,65000.0,Source Verified,Jul-2017,Fully Paid,debt_consolidation,IL,15.95,715.0,719.0,15.0,0.0,33.3
39350305,20000.0, 36 months,6.49,612.89,9992.69,A,A2,7 years,MORTGAGE,70000.0,Source Verified,Jan-2015,Fully Paid,debt_consolidation,OR,2.85,790.0,794.0,12.0,0.0,14.2
40471996,11650.0, 36 months,7.49,362.34,257.4,A,A4,10+ years,OWN,38000.0,Not Verified,Feb-2015,Fully Paid,debt_consolidation,LA,20.91,715.0,719.0,17.0,0.0,17.7
114945711,5000.0, 36 months,10.42,162.33,2985.94,B,B3,3 years,RENT,36000.0,Verified,Aug-2017,Fully Paid,other,CA,15.3,685.0,689.0,21.0,1.0,22.1
55199912,27875.0, 60 months,18.55,716.21,716.21,E,E2,7 years,RENT,60600.0,Source Verified,Jul-2015,Charged Off,credit_card,NJ,26.18,680.0,684.0,9.0,0.0,93.8
51205261,12000.0, 36 months,8.18,377.04,377.04,B,B1,2 years,OWN,45000.0,Not Verified,Jun-2015,Charged Off,debt_consolidation,MI,9.76,670.0,674.0,7.0,1.0,4.1
81950211,7200.0, 36 months,10.49,233.99,1152.96,B,B3,< 1 year,RENT,62000.0,Source Verified,Jun-2016,Fully Paid,credit_card,TX,13.94,675.0,679.0,5.0,0.0,73.3
64913756,2500.0, 36 months,9.17,79.7,79.7,B,B2,3 years,RENT,54000.0,Source Verified,Nov-2015,Charged Off,other,IL,17.82,710.0,714.0,4.0,0.0,92.0
50585794,28000.0, 60 months, 14.65 ,660.99,20783.87,C,C5,3 years,MORTGAGE,120000.0,Source Verified,Jul-2015,Fully Paid,debt_consolidation , CA ,None,670.0,674.0,8.0,0.0, 85.2 
50657131,31450.0, 36 months,9.99,1014.66,11720.32,B,B3,10+ years,MORTGAGE,122000.0,Verified,Jun-2015,Fully Paid,debt_consolidation,VA,32.73,725.0,729.0,15.0,0.0,45.9
56542139,24000.0, 60 months,14.65,566.56,17738.08,C,C5,10+ years,RENT,92000.0,Source Verified,Aug-2015,Fully Paid,debt_consolidation,CA,12.34,725.0,729.0,5.0,0.0,66.8
48050396,35000.0, 60 months,17.57,880.61,880.61,D,D4,10+ years,MORTGAGE,95000.0,Verified,May-2015,Charged Off,debt_consolidation,GA,11.19,695.0,699.0,7.0,0.0,61.8
63329435,20000.0, 36 months,15.61,699.3,145.15,D,D1,5 years,RENT,62000.0,Verified,Oct-2015,Charged Off,debt_consolidation,TX,24.06,660.0,664.0,9.0,0.0,87.7
40383155,35000.0, 60 months,13.66,808.24,808.24,C,C3,2 years,MORTGAGE,112000.0,Source Verified,Feb-2015,Charged Off,credit_card,CA,13.1,690.0,694.0,9.0,1.0,39.0
63407320,3500.0, 36 months,12.69,117.41,117.41,C,C2,10+ years,MORTGAGE,131000.0,Source Verified,Oct-2015,Charged Off,other,NJ,11.3,665.0,669.0,16.0,0.0,82.6
60834365,21000.0, 60 months,16.99,521.8,521.8,D,D3,10+ years,MORTGAGE,79000.0,Source Verified,Oct-2015,Charged Off,home_improvement,GA,14.78,660.0,664.0,12.0,2.0,
39320213,20000.0, 36 months,15.59,699.1,699.1,D,D1,2 years,RENT,108000.0,Source Verified,Jan-2015,Charged Off,debt_consolidation,PA,9.37,675.0,679.0,8.0,0.0,57.2
48604378,12750.0, 60 months, 21.67 ,349.76,6460.98,E,E5,2 years,RENT,50000.0,Not Verified,May-2015,Fully Paid,debt_consolidation ,WA,31.61,685.0,689.0,12.0,0.0, 68.5 
63044235,5875.0, 36 months,17.86,211.99,211.99,D,D5,6 years,MORTGAGE,20000.0,Verified,Oct-2015,Charged Off,credit_card,OH,37.64,670.0,674.0,11.0,2.0,59.2
44141954,17075.0, 60 months,25.83,509.52,509.52,G,G2,10+ years,RENT,67000.0,Source Verified,Mar-2015,Charged Off,debt_consolidation,CA,33.76,675.0,679.0,25.0,0.0,80.0
59995297,12000.0, 36 months,12.69,402.54,10131.18,C,C2,8 years,RENT,45697.0,Verified,Sep-2015,Fully Paid,debt_consolidation,WI,27.71,690.0,694.0,11.0,0.0,80.9
43957138,6075.0, 36 months,14.65,209.56,211.58,C,C5,10+ years,MORTGAGE,49000.0,Not Verified,Apr-2015,Charged Off,debt_consolidation,CA,39.51,675.0,679.0,11.0,0.0,50.4
83766152,5000.0, 36 months,16.99,178.24,178.24,D,D1,< 1 year,RENT,50000.0,Not Verified,Jun-2016,Charged Off,credit_card,CA,33.89,690.0,694.0,8.0,0.0,43.2
66350858,8500.0, 36 months,5.32,255.98,1269.53,A,A1,10+ years,MORTGAGE,75000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,TX,24.83,700.0,704.0,18.0,0.0,37.4
51008034,12000.0, 36 months,7.89,375.43,375.34,A,A5,3 years,RENT,90000.0,Not Verified,Jun-2015,Fully Paid,credit_card,DC,24.46,675.0,679.0,21.0,0.0,78.6
128697205,4000.0, 36 months,12.62,134.05,159.0,C,C1,2 years,RENT,32000.0,Verified,Mar-2018,Charged Off,other,NJ,29.82,745.0,749.0,10.0,0.0,22.8
129297600,4000.0, 36 months,9.92,128.92,128.92,B,B2,,OWN,39000.0,Source Verified,Mar-2018,Charged Off,credit_card,ME,21.17,760.0,764.0,8.0,0.0,16.6
55372514,8000.0, 36 months,12.29,266.83,100.0,C,C1,2 years,RENT,45000.0,Verified,Jul-2015,Charged Off,debt_consolidation,RI,34.21,720.0,724.0,20.0,0.0,22.1
39877272,3500.0, 36 months,12.69,117.41,117.28,C,C2,10+ years,RENT,21000.0,Not Verified,Feb-2015,Fully Paid,debt_consolidation,RI,38.85,665.0,669.0,6.0,0.0,74.7
114873071,30000.0, 60 months,15.05,714.49,714.49,C,C4,9 years,MORTGAGE,227718.0,Source Verified,Aug-2017,Charged Off,debt_consolidation,VA,7.07,670.0,674.0,9.0,0.0,47.5
77357657,7000.0, 36 months,11.47,230.74,100.0,B,B5,8 years,MORTGAGE,26000.0,Source Verified,May-2016,Charged Off,debt_consolidation,VA,39.15,660.0,664.0,9.0,1.0,66.1
58622130,11500.0, 36 months,13.99,392.99,784.94,C,C4,4 years,MORTGAGE,54000.0,Verified,Aug-2015,Fully Paid,debt_consolidation,TX,18.93,670.0,674.0,10.0,0.0,68.4
40411806,12700.0, 36 months,17.14,453.68,453.68,D,D4,3 years,RENT,46000.0,Source Verified,Feb-2015,Charged Off,debt_consolidation,NJ,10.02,700.0,704.0,14.0,0.0,34.9
56895068,17000.0, 36 months,12.69,570.27,570.27,C,C2,8 years,RENT,49500.0,Verified,Aug-2015,Charged Off,credit_card,MD,20.87,685.0,689.0,14.0,0.0,67.5
113217207,32100.0, 60 months,19.03,833.23,833.23,D,D3,10+ years,MORTGAGE,100400.0,Verified,Jul-2017,Charged Off,debt_consolidation,KS,28.75,715.0,719.0,7.0,0.0,97.0
79104157,12000.0, 36 months,11.47,395.55,1954.06,B,B5,1 year,OWN,40000.0,Source Verified,May-2016,Fully Paid,debt_consolidation,FL,17.31,660.0,664.0,9.0,1.0,83.3
44006585,10000.0, 36 months,9.17,318.79,321.71,B,B2,10+ years,RENT,50000.0,Verified,Apr-2015,Fully Paid,debt_consolidation,TX,17.81,695.0,699.0,10.0,1.0,54.2
130828184,15000.0, 60 months,9.92,318.12,14007.59,B,B2,1 year,RENT,43000.0,Verified,Mar-2018,Fully Paid,debt_consolidation,OH,11.28,690.0,694.0,16.0,0.0,41.9
76668866,14000.0, 36 months,9.75,450.1,450.1,B,B3,5 years,RENT,80000.0,Source Verified,Apr-2016,Charged Off,credit_card,NV,11.76,675.0,679.0,8.0,0.0,76.8
50718275,25000.0, 36 months,5.32,752.87,5218.55,A,A1,10+ years,MORTGAGE,115000.0,Source Verified,Jun-2015,Fully Paid,debt_consolidation,LA,11.25,795.0,799.0,18.0,0.0,20.4
56107892,16000.0, 36 months,14.65,551.91,551.91,C,C5,10+ years,MORTGAGE,150000.0,Source Verified,Jul-2015,Charged Off,debt_consolidation,CT,6.54,685.0,689.0,18.0,0.0,42.9
59289646,15000.0, 60 months,19.99,397.33,397.33,E,E4,2 years,RENT,59500.0,Source Verified,Sep-2015,Charged Off,debt_consolidation,NJ,24.12,660.0,664.0,21.0,0.0,93.4
59033332,19000.0, 36 months,16.55,673.16,673.16,D,D2,5 years,RENT,52800.0,Verified,Sep-2015,Charged Off,debt_consolidation,NJ,13.68,670.0,674.0,8.0,0.0,37.2
79280946,18000.0, 36 months,7.39,559.01,2765.3,A,A4,,MORTGAGE,42000.0,Not Verified,May-2016,Fully Paid,credit_card,NC,31.4,715.0,719.0,11.0,0.0,59.0
46717117,12000.0, 36 months,11.53,395.89,11330.31,B,B5,10+ years,MORTGAGE,74000.0,Not Verified,Apr-2015,Fully Paid,debt_consolidation,MA,9.34,705.0,709.0,8.0,0.0,51.8
63159405,12000.0, 36 months,10.99,392.81,392.72,B,B4,8 years,RENT,45000.0,Not Verified,Nov-2015,Fully Paid,credit_card,OR,31.92,665.0,669.0,37.0,0.0,56.6
66443629,14000.0, 60 months,13.18,319.84,13485.48,C,C3,10+ years,RENT,76000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,NJ,10.91,675.0,679.0,6.0,1.0,15.2
40431991,14400.0, 60 months,13.66,332.53,8584.13,C,C3,7 years,MORTGAGE,50000.0,Verified,Feb-2015,Fully Paid,vacation,FL,15.81,670.0,674.0,17.0,1.0,7.9
55139001,13000.0, 36 months,5.32,391.5,12066.08,A,A1,9 years,MORTGAGE,99000.0,Source Verified,Jul-2015,Fully Paid,credit_card,TX,10.8,755.0,759.0,10.0,0.0,20.0
50436734,12000.0, 36 months,12.69,402.54,322.0,C,C2,,RENT,102000.0,Source Verified,May-2015,Charged Off,debt_consolidation,MA,16.8,665.0,669.0,23.0,0.0,44.9
45394852,7200.0, 36 months,14.65,248.36,248.36,C,C5,,MORTGAGE,58000.0,Verified,Apr-2015,Charged Off,debt_consolidation,GA,34.68,710.0,714.0,20.0,0.0,43.6
55390820,11325.0, 36 months, 7.89 ,354.31,354.31,A,A5,10+ years,MORTGAGE,40000.0,Source Verified,Jul-2015,Fully Paid,credit_card , LA ,21.3,670.0,674.0,11.0,0.0, 64.0 
58502556,12000.0, 60 months,16.55,295.34,295.34,D,D2,5 years,RENT,33000.0,Verified,Aug-2015,Charged Off,debt_consolidation,IL,28.44,685.0,689.0,9.0,0.0,78.8
48575515,24000.0, 60 months,17.57,603.85,16826.77,D,D4,2 years,RENT,55000.0,Source Verified,Jun-2015,Fully Paid,debt_consolidation,NV,14.62,680.0,684.0,8.0,0.0,56.1
37297614,10000.0, 36 months,6.49,306.45,5832.45,A,A2,< 1 year,OWN,70000.0,Not Verified,Jan-2015,Fully Paid,credit_card,NY,4.89,730.0,734.0,8.0,0.0,38.0
49925128,8000.0, 36 months,15.61,279.72,279.72,D,D1,10+ years,RENT,42000.0,Source Verified,May-2015,Charged Off,credit_card,FL,26.45,675.0,679.0,10.0,0.0,66.3
59099404,24000.0, 60 months,9.99,509.82,19948.23,B,B3,3 years,MORTGAGE,110000.0,Not Verified,Sep-2015,Fully Paid,credit_card,WA,16.03,730.0,734.0,18.0,0.0,35.6
75904145,25900.0, 36 months,17.27,926.89,926.89,D,D2,8 years,RENT,54000.0,Verified,May-2016,Charged Off,credit_card,NY,22.31,710.0,714.0,9.0,1.0,22.5
53212822,23875.0, 36 months,15.61,834.79,834.79,D,D1,10+ years,RENT,59694.0,Source Verified,Jul-2015,Charged Off,debt_consolidation,MN,22.67,680.0,684.0,4.0,0.0,14.8
116154548,18000.0, 36 months,11.99,597.78,597.78,B,B5,7 years,MORTGAGE,125000.0,Source Verified,Aug-2017,Charged Off,credit_card,MI,17.67,690.0,694.0,11.0,0.0,54.0
48584858,34975.0, 36 months,16.55,1239.14,31792.38,D,D2,6 years,MORTGAGE,145600.0,Verified,May-2015,Fully Paid,home_improvement,TX,14.02,660.0,664.0,16.0,0.0,65.0
62185546,2625.0, 36 months,13.99,89.71,1907.7,C,C4,2 years,RENT,85000.0,Not Verified,Oct-2015,Fully Paid,other,CA,24.31,680.0,684.0,8.0,0.0,69.5
65130153,10000.0, 60 months,13.67,230.98,230.98,C,C4,3 years,RENT,63000.0,Source Verified,Nov-2015,Charged Off,debt_consolidation,MI,22.04,715.0,719.0,11.0,0.0,65.2
57295017,13600.0, 60 months,9.99,288.9,303.9,B,B3,10+ years,MORTGAGE,75000.0,Not Verified,Jul-2015,Charged Off,debt_consolidation,IL,24.99,700.0,704.0,14.0,0.0,60.0
61423393,9600.0, 36 months,12.69,322.04,4843.79,C,C2,9 years,RENT,45000.0,Source Verified,Oct-2015,Fully Paid,credit_card,WA,13.41,660.0,664.0,13.0,1.0,30.5
63937299,20000.0, 36 months,5.32,602.3,602.13,A,A1,< 1 year,MORTGAGE,150000.0,Not Verified,Nov-2015,Fully Paid,debt_consolidation,AZ,5.98,790.0,794.0,10.0,0.0,26.1
39419773,3000.0, 36 months,9.49,96.09,1541.93,B,B2,9 years,rent,33000.0,Not Verified,Jan-2015,Fully Paid,major_purchase,TX,32.87,665.0,669.0,12.0,1.0,31.9
65018485,6000.0, 36 months,12.05,199.43,1.48,C,C1,10+ years,MORTGAGE,97000.0,Source Verified,Nov-2015,Fully Paid,debt_consolidation,VA,8.3,665.0,669.0,8.0,0.0,64.1
44563312,12000.0, 60 months,10.99,260.85,260.85,B,B4,4 years,MORTGAGE,50000.0,Verified,Apr-2015,Charged Off,credit_card,GA,17.95,685.0,689.0,20.0,0.0,59.8
66390694,24050.0, 36 months,16.99,857.33,868.0,D,D3,7 years,MORTGAGE,74000.0,Verified,Dec-2015,Charged Off,debt_consolidation,OK,30.52,695.0,699.0,19.0,0.0,71.0
55128546,14400.0, 60 months,19.99,381.44,389.0,E,E4,1 year,RENT,33000.0,Verified,Jul-2015,Charged Off,credit_card,NC,36.91,700.0,704.0,6.0,0.0,65.3
56894676,22000.0, 60 months,13.33,504.3,504.3,C,C3,1 year,MORTGAGE,55000.0,Not Verified,Aug-2015,Charged Off,debt_consolidation,MI,35.1,690.0,694.0,22.0,0.0,50.4
39379976,12550.0, 60 months,17.14,312.85,9826.98,D,D4,6 years,RENT,35760.0,Source Verified,Jan-2015,Fully Paid,debt_consolidation,CO,22.52,680.0,684.0,8.0,0.0,56.2
128658053,2000.0, 36 months,17.09,71.4,2043.67,D,D1,1 year,RENT,63502.0,Source Verified,Feb-2018,Fully Paid,other,TX,27.59,685.0,689.0,10.0,0.0,57.5
61323790,20000.0, 60 months,11.53,440.16,440.16,B,B5,10+ years,MORTGAGE,110000.0,Not Verified,Oct-2015,Charged Off,debt_consolidation,NY,23.15,715.0,719.0,14.0,0.0,51.0
60276556,10000.0, 36 months,17.57,359.38,359.38,D,D4,10+ years,MORTGAGE,52000.0,Verified,Sep-2015,Charged Off,debt_consolidation,PA,18.46,675.0,679.0,15.0,0.0,52.2
50004551,17600.0, 60 months,8.18,358.39,7045.37,B,B1,< 1 year,MORTGAGE,60000.0,Source Verified,May-2015,Fully Paid,debt_consolidation,GA,21.96,710.0,714.0,14.0,0.0,39.4
54403594,11000.0, 36 months,6.89,339.1,338.9,A,A3,9 years,RENT,136000.0,Not Verified,Jul-2015,Fully Paid,debt_consolidation,CA,22.82,695.0,699.0,16.0,1.0,52.5
76718552,34800.0, 36 months,16.29,1228.46,1228.46,D,D1,1 year,OWN,72500.0,Source Verified,Apr-2016,Charged Off,debt_consolidation,NH,17.04,685.0,689.0,11.0,0.0,58.8
55372196,7000.0, 36 months,17.86,252.58,252.58,D,D5,,MORTGAGE,84000.0,Verified,Jul-2015,Charged Off,debt_consolidation,CA,26.79,660.0,664.0,12.0,0.0,98.7
52738840,20000.0, 36 months,7.89,625.72,625.43,A,A5,10+ years,RENT,60000.0,Source Verified,Jul-2015,Fully Paid,debt_consolidation,FL,12.3,680.0,684.0,14.0,0.0,44.2
43289662,20000.0, 36 months,5.93,607.81,0.68,A,A1,,MORTGAGE,65000.0,Source Verified,Mar-2015,Fully Paid,debt_consolidation,CA,13.55,740.0,744.0,13.0,0.0,21.2
77725230,16000.0, 60 months,7.39,319.78,319.78,A,A4,< 1 year,RENT,72000.0,Not Verified,Apr-2016,Charged Off,credit_card,AZ,2.55,700.0,704.0,12.0,0.0,28.0
65681254,30000.0, 60 months,13.18,685.36,685.36,C,C3,< 1 year,MORTGAGE,80000.0,Source Verified,Nov-2015,Charged Off,debt_consolidation,NC,10.83,695.0,699.0,15.0,0.0,58.7
43165931,5000.0, 36 months,14.65,172.48,172.48,C,C5,4 years,OWN,73000.0,Verified,Mar-2015,Charged Off,debt_consolidation,VA,14.19,665.0,669.0,5.0,0.0,70.8
41207138,10000.0, 36 months,7.89,312.86,312.86,A,A5,5 years,RENT,49500.0,Source Verified,Mar-2015,Charged Off,home_improvement,MN,13.31,670.0,674.0,8.0,1.0,7.5
54533661,24000.0, 60 months,11.53,528.19,528.19,B,B5,2 years,OWN,60000.0,Not Verified,Jul-2015,Charged Off,debt_consolidation,CA,25.38,675.0,679.0,21.0,0.0,48.1
79005249,18525.0, 36 months,13.67,630.18,12376.53,C,C3,10+ years,mortgage,135000.0,Source Verified,May-2016,Fully Paid,debt_consolidation,NC,10.28,695.0,699.0,7.0,3.0,31.0
59452796,35000.0, 60 months,17.86,886.11,21135.67,D,D5,2 years,RENT,92000.0,Verified,Sep-2015,Fully Paid,debt_consolidation,NJ,22.59,720.0,724.0,31.0,1.0,22.9
50528188,19425.0, 36 months,13.33,657.6,8626.51,C,C3,2 years,RENT,42250.0,Not Verified,Jun-2015,Fully Paid,debt_consolidation,TX,7.93,700.0,704.0,4.0,0.0,77.5
38614889,7500.0, 36 months,12.39,250.51,1702.81,C,C1,2 years,RENT,40000.0,Not Verified,Jan-2015,Fully Paid,credit_card,SC,20.1,690.0,694.0,8.0,0.0,37.5
65702866,19100.0, 36 months,9.17,608.89,0.91,B,B2,7 years,RENT,55000.0,Source Verified,Nov-2015,Fully Paid,credit_card,NY,27.53,675.0,679.0,10.0,0.0,70.7
61381427,15000.0, 36 months,9.99,483.94,483.94,B,B3,10+ years,OWN,90000.0,Verified,Oct-2015,Charged Off,debt_consolidation,CA,4.83,710.0,714.0,7.0,0.0,18.6
65735238,20000.0, 60 months,17.57,503.21,503.21,D,D4,10+ years,MORTGAGE,65000.0,Verified,Nov-2015,Charged Off,debt_consolidation,TX,17.95,660.0,664.0,14.0,0.0,66.7
39641896,1000.0, 36 months,15.99,35.16,364.02,D,D2,8 years,MORTGAGE,93000.0,Not Verified,Jan-2015,Fully Paid,debt_consolidation,NH,18.27,660.0,664.0,8.0,0.0,63.4
48586189,20000.0, 36 months,12.69,670.9,670.9,C,C2,5 years,OWN,45000.0,Source Verified,May-2015,Charged Off,credit_card,IL,25.61,680.0,684.0,12.0,0.0,35.8
67295976,4000.0, 36 months,8.38,126.05,3841.71,B,B1,2 years,RENT,32000.0,Not Verified,Dec-2015,Fully Paid,credit_card,NC,16.02,795.0,799.0,9.0,0.0,6.4
79785416,3600.0, 36 months,10.75,117.44,117.44,B,B4,6 years,RENT,64000.0,Verified,Jun-2016,Charged Off,other,NY,6.31,680.0,684.0,12.0,1.0,28.5
55280640,14400.0, 36 months,13.33,487.49,487.49,C,C3,,RENT,68000.0,Verified,Jul-2015,Charged Off,house,CA,14.93,660.0,664.0,15.0,3.0,82.0
43359465,5000.0, 36 months,7.89,156.43,2535.62,A,A5,10+ years,OWN,45000.0,Source Verified,Mar-2015,Fully Paid,debt_consolidation,FL,11.79,665.0,669.0,8.0,0.0,40.2
67385486,12000.0, 36 months,11.22,394.12,52.68,B,B5,,MORTGAGE,103000.0,Source Verified,Dec-2015,Fully Paid,other,FL,13.86,740.0,744.0,9.0,0.0,34.4
47310520,4800.0, 36 months,12.29,160.1,160.1,C,C1,2 years,own,45000.0,Source Verified,May-2015,Charged Off,debt_consolidation,TX,6.93,675.0,679.0,6.0,0.0,87.7
54403931,32000.0, 36 months,7.26,991.88,991.7,A,A4,3 years,RENT,79000.0,Verified,Jul-2015,Fully Paid,credit_card,PA,25.82,685.0,689.0,16.0,0.0,78.6
61483751,10400.0, 60 months,21.99,287.18,287.18,F,F1,2 years,MORTGAGE,26000.0,Verified,Oct-2015,Charged Off,debt_consolidation,CA,30.93,700.0,704.0,12.0,0.0,75.7
77251695,20000.0, 36 months,7.39,621.12,14471.15,A,A4,3 years,MORTGAGE,85000.0,Verified,Apr-2016,Fully Paid,credit_card,OR,9.63,695.0,699.0,12.0,0.0,31.1
65711526,8000.0, 36 months,8.18,251.36,251.36,B,B1,10+ years,RENT,50000.0,Source Verified,Nov-2015,Charged Off,debt_consolidation,NY,17.38,705.0,709.0,8.0,1.0,24.1
50519066,12800.0, 60 months,16.99,318.05,1599.28,D,D3,,MORTGAGE,75000.0,Verified,Jun-2015,Fully Paid,debt_consolidation,PA,36.06,685.0,689.0,26.0,1.0,73.2
57782944,13000.0, 60 months,13.99,302.42,338.04,C,C4,10+ years,MORTGAGE,55000.0,Not Verified,Sep-2015,Charged Off,debt_consolidation,NC,30.31,690.0,694.0,10.0,0.0,78.9
61384776,23550.0, 60 months,18.55,605.09,605.09,E,E2,2 years,OWN,70000.0,Source Verified,Oct-2015,Charged Off,debt_consolidation,CO,29.38,675.0,679.0,19.0,0.0,50.8
58684215,5500.0, 36 months,12.29,183.45,183.45,C,C1,2 years,MORTGAGE,50000.0,Source Verified,Aug-2015,Charged Off,debt_consolidation,AR,25.61,695.0,699.0,15.0,0.0,47.4
51956680,35000.0, 36 months,16.99,1247.68,1247.68,D,D3,10+ years,OWN,97000.0,Verified,Jun-2015,Charged Off,other,NJ,10.42,670.0,674.0,18.0,0.0,48.1
