requested_amount_usd,application_date,request_title,screening_score,region_code,employment_tenure,debt_to_income
2500.0,2008-10-22,uc berkeley grad in dire need,665.0,ca,5 years,19.56
9000.0,2008-10-22,bathroom remodeling,718.0,ny,6 years,21.38
25000.0,2008-10-22,credit cards and medical,601.0,ga,8 years,16.88
1000.0,2008-10-22,consolidate debt on credit card,,fl,8 years,-1.0
1000.0,2008-10-22,get ahead,571.0,ma,3 years,16.02
3000.0,2008-10-22,help me!,556.0,ca,10+ years,13.82
6000.0,2008-10-22,,718.0,oh,< 1 year,2.48
11500.0,2008-10-22,amx loan,761.0,tx,10+ years,1.24
2000.0,2008-10-22,high interest consolidation loan,633.0,ky,< 1 year,29.65
21000.0,2008-10-22,,630.0,va,8 years,10.78
18000.0,2008-10-22,,653.0,ga,< 1 year,29.57
1500.0,2008-10-22,payoff high interest loan,582.0,wi,1 year,21.81
10000.0,2008-10-22,,663.0,ca,< 1 year,15.0
2000.0,2008-10-22,in desperate need of loan,458.0,tx,10+ years,12.51
1000.0,2008-10-22,need help with tuition,450.0,tx,< 1 year,213.6
16000.0,2008-10-22,new beginnings from debt consolidation,695.0,tx,1 year,27.81
1500.0,2008-10-22,,,pa,2 years,99999.0
25000.0,2008-10-22,g & j ccp,699.0,wi,4 years,49.48
2500.0,2008-10-22,personal loan,645.0,va,10+ years,8.11
1000.0,2008-10-22,student loan,575.0,fl,< 1 year,6.41
1000.0,2008-10-22,personal,525.0,ca,10+ years,9.8
5000.0,2008-10-22,edu,425.0,fl,2 years,32.94
15000.0,2008-10-22,,699.0,md,8 years,18.03
5000.0,2008-10-22,debt consolidation,,ga,< 1 year,-1.0
5000.0,2008-10-22,single military parent,575.0,ok,1 year,41.51
5500.0,2008-10-22,drowning in high interest,580.0,mi,5 years,9.58
8000.0,2008-10-22,,774.0,oh,4 years,38.4
1000.0,2008-10-22,need a vehicle desperately!!,519.0,or,6 years,0.0
9500.0,2008-10-22,college student needs assistance,583.0,al,1 year,56.4
10000.0,2008-10-22,start up company looking for funding,432.0,tx,< 1 year,10.96
20000.0,2008-10-22,home improvement &auto for papaplegic,456.0,sc,7 years,174.23
1200.0,2008-10-22,loan for new home,468.0,mn,1 year,22.38
10000.0,2008-10-22,credit repair,0.0,nv,10+ years,0.0
17000.0,2008-10-22,debt consolidation,738.0,nv,10+ years,10.43
4500.0,2008-10-22,need to repay my borrowed down payment,622.0,il,7 years,12.11
5000.0,2008-10-22,consolidate debt,465.0,ca,2 years,22.18
1600.0,2008-10-22,loan pay off,626.0,nv,2 years,2.14
1000.0,2008-10-22,car issues,495.0,md,< 1 year,0.0
1500.0,2008-10-22,medical for the kids,441.0,il,10+ years,10.53
6000.0,2008-10-22,a better life,498.0,tx,2 years,18.83
23000.0,2008-10-22,used motorcycle inventory purchase,574.0,ca,10+ years,34.62
6000.0,2008-10-22,debt consolidation,550.0,dc,< 1 year,11.25
8000.0,2008-10-22,,691.0,ga,< 1 year,0.99
15500.0,2008-10-22,business loan,,ky,10+ years,-1.0
12500.0,2008-10-22,pool fence finance,447.0,nv,< 1 year,0.0
7000.0,2008-10-22,please help me get out of this hole,626.0,ca,10+ years,0.0
9000.0,2008-10-22,,688.0,il,5 years,25.15
22000.0,2008-10-22,business equiptment,590.0,fl,1 year,8.4
5000.0,2008-10-22,,700.0,ma,< 1 year,0.92
10000.0,2008-10-22,personal,,wy,10+ years,-1.0
2000.0,2008-10-22,new life,656.0,md,6 years,9.74
6500.0,2008-10-22,consolidate to term loan,665.0,ca,10+ years,2.59
12000.0,2008-10-22,all of it!,592.0,ms,3 years,17.23
6000.0,2008-10-22,debt,,nj,< 1 year,-1.0
25000.0,2008-10-22,business note ellimination,687.0,mi,< 1 year,24.52
7000.0,2008-10-22,car financing/personal,592.0,mi,1 year,63.16
6000.0,2008-10-22,consolidating my bills.,642.0,ny,< 1 year,128.98
15000.0,2008-10-22,,730.0,md,< 1 year,31.21
25000.0,2008-10-22,business loan,646.0,ca,4 years,4.55
1600.0,2008-10-22,single mother needing small assistance,492.0,sc,3 years,0.0
5000.0,2008-10-23,provide a better future for children,415.0,mo,< 1 year,3.81
1000.0,2008-10-23,irs,469.0,ga,10+ years,3.25
25000.0,2008-10-23,business loan,774.0,ny,10+ years,9.44
10000.0,2008-10-23,,,ny,2 years,99999.0
21800.0,2008-10-23,paying off debt to reach my potential,650.0,ct,< 1 year,37.32
3000.0,2008-10-23,dentist bill,696.0,md,< 1 year,17.08
5000.0,2008-10-23,a+ prev. prosper customer,600.0,mo,10+ years,10.68
15000.0,2008-10-23,purchase franchise,644.0,md,< 1 year,35.07
15000.0,2008-10-23,,,va,9 years,99999.0
20000.0,2008-10-23,our wedding,738.0,il,4 years,24.17
12000.0,2008-10-23,,793.0,pa,< 1 year,28.2
3000.0,2008-10-23,,0.0,fl,1 year,0.0
10000.0,2008-10-23,finish hardware,676.0,sc,< 1 year,31.05
15000.0,2008-10-23,i need a better apr,540.0,ca,6 years,20.08
6600.0,2008-10-23,,,ny,4 years,99999.0
20000.0,2008-10-23,consolidate high interest credit line,730.0,il,3 years,32.8
5000.0,2008-10-23,,579.0,ca,7 years,27.17
7000.0,2008-10-23,debt consolidation loan,618.0,co,10+ years,16.57
25000.0,2008-10-23,home improvements -- sell house,687.0,ca,7 years,15.63
2000.0,2008-10-23,,673.0,tx,6 years,32.18
10000.0,2008-10-23,start new,506.0,az,2 years,0.0
13000.0,2008-10-23,consolidate two loans and credit card,599.0,or,8 years,18.8
8000.0,2008-10-23,consolidate debt,467.0,tx,2 years,39.33
2000.0,2008-10-23,need to fix my transmission,609.0,ok,< 1 year,2.23
25000.0,2008-10-23,out of debt & into a home!,624.0,sc,5 years,37.52
12750.0,2008-10-23,eccentric health: business restructuring,463.0,ca,1 year,5.16
15000.0,2008-10-23,,656.0,nj,8 years,27.03
4000.0,2008-10-23,personal loan,522.0,wv,3 years,33.3
12000.0,2008-10-23,student loan,619.0,mi,< 1 year,21.28
15000.0,2008-10-23,,,az,1 year,99999.0
10000.0,2008-10-23,single mom desperately needs help,650.0,nj,8 years,15.77
15000.0,2008-10-23,personal loan,562.0,ca,8 years,15.41
2500.0,2008-10-23,dental expense pay off,509.0,ca,1 year,7.05
4000.0,2008-10-23,private student loan,692.0,mi,< 1 year,120.0
23000.0,2008-10-23,,717.0,fl,4 years,28.62
25000.0,2008-10-23,credit cards,650.0,ca,2 years,23.89
1800.0,2008-10-23,my medical bills,,fl,5 years,-1.0
10000.0,2008-10-23,,705.0,wa,3 years,25.12
20000.0,2008-10-23,fist step to be debt free!,685.0,ms,4 years,11.37
3500.0,2008-10-23,pay off high interest rates,617.0,ok,4 years,24.89
4000.0,2008-10-23,debt consolidation and medical expenses,596.0,nj,3 years,8.4
3000.0,2008-10-23,private student loan,615.0,pa,3 years,37.76
3000.0,2008-10-23,student loan,494.0,fl,< 1 year,22.8
8000.0,2008-10-23,debt consolidation,,ga,1 year,-1.0
2000.0,2008-10-23,colllege expenses,697.0,ut,< 1 year,31.2
6000.0,2008-10-23,,663.0,ct,5 years,0.0
5000.0,2008-10-23,personal,534.0,ca,5 years,1.68
3550.0,2008-10-23,hannahs education,646.0,ma,1 year,16.88
3000.0,2008-10-23,life got in the way ...,661.0,ma,9 years,40.31
5000.0,2008-10-23,studen loan,,ct,2 years,-1.0
10000.0,2008-10-23,relocating to missouri master k9 trainer,536.0,ca,< 1 year,0.0
12700.0,2008-10-23,kevin and heather sears,630.0,mo,2 years,33.96
25000.0,2008-10-23,working capital loan,712.0,ca,2 years,30.99
20000.0,2008-10-23,debt consolidation and taxes,466.0,ca,2 years,4.9
10000.0,2008-10-23,in-law suite,812.0,mi,< 1 year,0.43
8000.0,2008-10-23,a loan to turn many payments into one,400.0,md,2 years,7.83
5000.0,2008-10-23,debt / medical,539.0,ca,< 1 year,0.0
7000.0,2008-10-23,newstartforfamily,625.0,ca,5 years,5.15
7000.0,2008-10-23,,654.0,tx,10+ years,15.17
5000.0,2008-10-23,help in debt,444.0,nj,< 1 year,13.32
2000.0,2008-10-23,,710.0,wi,< 1 year,11.86
20000.0,2008-10-23,,733.0,wa,3 years,28.13
1800.0,2008-10-23,,,la,7 years,99999.0
17000.0,2008-10-23,debt consolidation,675.0,tx,< 1 year,25.68
15000.0,2008-10-23,,696.0,nj,5 years,57.17
5000.0,2008-10-23,,,il,< 1 year,99999.0
3000.0,2008-10-23,paying off 2 loans,659.0,il,10+ years,19.12
25000.0,2008-10-23,engine room construction loan,672.0,ny,10+ years,14.8
20000.0,2008-10-23,,651.0,co,< 1 year,55.31
3000.0,2008-10-23,cover loan,646.0,ca,5 years,4.84
4000.0,2008-10-23,short-term loan to cover moving fees,649.0,pa,3 years,12.23
20000.0,2008-10-23,,773.0,il,2 years,35.74
15000.0,2008-10-23,,,pa,8 years,99999.0
7500.0,2008-10-23,,688.0,tx,1 year,0.2
10000.0,2008-10-23,rehab money,639.0,ct,< 1 year,11.0
15000.0,2008-10-23,responsible adult in need of help,636.0,pa,1 year,24.45
2000.0,2008-10-23,family needs help consolidating debt,633.0,ca,5 years,34.63
10000.0,2008-10-23,personal loan,631.0,ca,10+ years,72.18
2500.0,2008-10-23,debt,632.0,mi,10+ years,3.65
19000.0,2008-10-23,,749.0,tx,3 years,31.76
25000.0,2008-10-23,looking for hard money investors,,pa,6 years,-1.0
1500.0,2008-10-23,helping to prepare for a new baby,569.0,az,2 years,16.73
4000.0,2008-10-23,,0.0,pa,6 years,0.0
15000.0,2008-10-23,finally clear of credit cards,675.0,ny,2 years,8.54
9000.0,2008-10-23,,682.0,vt,3 years,29.17
3000.0,2008-10-23,pay my father back,616.0,fl,1 year,16.53
10000.0,2008-10-23,property improvement,622.0,mn,1 year,22.73
8000.0,2008-10-23,,728.0,al,4 years,33.11
15000.0,2008-10-23,personal loan,674.0,sc,4 years,36.24
15000.0,2008-10-23,looking to better my life,628.0,ar,10+ years,20.75
11000.0,2008-10-23,personal loan,692.0,fl,6 years,13.05
6000.0,2008-10-23,refinancing business card,640.0,ny,2 years,458.46
3000.0,2008-10-23,trying to catch up!,0.0,ny,5 years,0.0
5000.0,2008-10-23,family needs debt consolidation,664.0,ca,4 years,29.06
3000.0,2008-10-23,business loan to fill orders,663.0,sc,2 years,26.33
23000.0,2008-10-23,,806.0,mt,10+ years,8.57
20000.0,2008-10-23,,,tx,2 years,99999.0
2000.0,2008-10-23,,,ga,5 years,99999.0
10000.0,2008-10-23,family-friendly coffee shop in portland,740.0,or,1 year,48.51
1300.0,2008-10-23,med student needs laptop,622.0,or,< 1 year,34.74
8500.0,2008-10-23,loan,704.0,ca,4 years,3.26
6000.0,2008-10-23,,674.0,ky,< 1 year,5.0
10000.0,2008-10-23,,648.0,az,3 years,33.99
4000.0,2008-10-24,i just want a chance to be up-to-date...,491.0,ca,2 years,32.09
25000.0,2008-10-24,need help to pay off high rate credit ca,721.0,ca,7 years,36.57
20000.0,2008-10-24,back on track,536.0,ca,< 1 year,0.0
5000.0,2008-10-24,home,460.0,ny,10+ years,23.16
1000.0,2008-10-24,funeral,559.0,ca,4 years,6.31
1000.0,2008-10-24,moving,520.0,ny,< 1 year,0.0
20000.0,2008-10-24,i need a loan for just a few days,,de,1 year,-1.0
1000.0,2008-10-24,taking classes for my career,579.0,pa,< 1 year,29.3
11000.0,2008-10-24,consolidate credit cards,597.0,tx,1 year,12.91
6400.0,2008-10-24,home improvement project,674.0,pa,10+ years,22.29
25000.0,2008-10-24,pay off debt for smaller payment,534.0,ok,2 years,95.01
25000.0,2008-10-24,help i need to lower  my payments,536.0,ok,5 years,29.4
5000.0,2008-10-24,pay off dept,584.0,ga,4 years,22.34
1000.0,2008-10-24,jason,471.0,ky,1 year,20.22
4000.0,2008-10-24,starting up our own business,610.0,ny,1 year,13.17
1000.0,2008-10-24,single mother facing eviction,531.0,ga,3 years,13.35
3000.0,2008-10-24,,725.0,wv,10+ years,1.87
12000.0,2008-10-24,payoff debt,628.0,oh,3 years,16.22
25000.0,2008-10-24,pay off debt,520.0,ms,10+ years,43.31
12000.0,2008-10-24,personal,,sc,8 years,-1.0
5000.0,2008-10-24,used furniture store,512.0,mn,3 years,0.6
20000.0,2008-10-24,telecommunication,725.0,tx,2 years,11.57
25000.0,2008-10-24,consolidate debt,665.0,nj,< 1 year,20.47
15000.0,2008-10-24,personal loan,602.0,ga,< 1 year,10.68
15000.0,2008-10-24,debt,634.0,il,< 1 year,39.09
1000.0,2008-10-24,better living condition,,fl,6 years,-1.0
10000.0,2008-10-24,getting out of debt and reducing stress,579.0,tx,2 years,3.0
4500.0,2008-10-24,used car purchase for ann yoder,681.0,va,1 year,7.96
10000.0,2008-10-24,unsecured personalloan,0.0,pa,< 1 year,0.0
8000.0,2008-10-24,education,627.0,il,6 years,48.0
2500.0,2008-10-24,student loan,591.0,pa,1 year,16.29
3100.0,2008-10-24,personal loan,592.0,ny,5 years,10.29
12000.0,2008-10-24,mandy's education loan,651.0,pa,3 years,9.0
8500.0,2008-10-24,financial licenses & high int. loan,693.0,co,< 1 year,8.0
12000.0,2008-10-24,,,md,< 1 year,99999.0
2000.0,2008-10-24,personal loan,638.0,va,7 years,42.25
3500.0,2008-10-24,car repair,560.0,va,< 1 year,18.08
15000.0,2008-10-24,,,ny,2 years,99999.0
10000.0,2008-10-24,purchase,745.0,ms,10+ years,1.57
6000.0,2008-10-24,desperate,652.0,dc,3 years,38.36
10000.0,2008-10-24,,692.0,pa,5 years,28.02
2500.0,2008-10-24,paying off debt,485.0,fl,10+ years,0.0
5000.0,2008-10-24,personal loan,563.0,ct,10+ years,8.56
13000.0,2008-10-24,,675.0,ky,4 years,39.41
10000.0,2008-10-24,,631.0,fl,< 1 year,6.35
25000.0,2008-10-24,young professional seeks better rate,,ca,< 1 year,-1.0
7900.0,2008-10-24,last high % credit card pay-off goal,717.0,ks,3 years,3.7
18000.0,2008-10-24,,657.0,az,< 1 year,0.0
25000.0,2008-10-24,it hasn't always been this bad,420.0,ca,10+ years,19.31
9000.0,2008-10-24,pay for school and books,569.0,ga,< 1 year,79.1
11000.0,2008-10-24,need a short term loan!,526.0,ca,< 1 year,6.13
10000.0,2008-10-24,student loans,,ny,< 1 year,-1.0
8000.0,2008-10-24,school loan!!!,,tx,< 1 year,-1.0
9000.0,2008-10-24,my son's pre-med 3rd year,699.0,ga,< 1 year,7.7
12000.0,2008-10-24,please help credit is not perfect,495.0,ca,7 years,11.09
10000.0,2008-10-24,best deal auto repair shop,744.0,ny,2 years,1.08
14500.0,2008-10-24,economy vehicle purchase,,ga,4 years,-1.0
5000.0,2008-10-24,home improvement project,612.0,ca,10+ years,44.29
4000.0,2008-10-24,26yr old finally on her own!!,0.0,ca,1 year,0.0
6000.0,2008-10-24,credit crunch for good,697.0,ca,6 years,11.97
5000.0,2008-10-24,credit card debt,717.0,ma,10+ years,31.33
3000.0,2008-10-24,debt,646.0,nj,3 years,18.75
13000.0,2008-10-24,,693.0,ma,5 years,65.94
10000.0,2008-10-24,pay off high rate credit cards,561.0,fl,10+ years,19.23
1500.0,2008-10-24,,,hi,2 years,99999.0
2500.0,2008-10-24,single mother needs car financing,443.0,va,3 years,0.0
10000.0,2008-10-24,in need to pay credit cards,561.0,nj,< 1 year,7.86
25000.0,2008-10-24,debt consolidation,445.0,fl,< 1 year,4.81
7500.0,2008-10-24,debt free for a home loan,508.0,co,1 year,1.6
10000.0,2008-10-24,paying off credit cards,662.0,tx,1 year,29.39
2500.0,2008-10-24,needing to refinish our lower level,589.0,il,2 years,27.91
6000.0,2008-10-24,economical scooter,683.0,fl,< 1 year,7.58
16000.0,2008-10-24,consolidate debt,615.0,fl,3 years,14.1
5000.0,2008-10-24,short term student loan,608.0,mo,< 1 year,12.27
4000.0,2008-10-24,need loan to pay medical expenses,744.0,la,1 year,2.8
25000.0,2008-10-24,consolidate high interest cards,608.0,ca,2 years,21.21
5000.0,2008-10-24,desperately need $5000...,483.0,wa,< 1 year,1.94
5000.0,2008-10-24,business,669.0,il,5 years,5.9
1000.0,2008-10-24,student needing supplies,599.0,ca,3 years,2.14
1000.0,2008-10-25,starting a web-site,584.0,nj,1 year,0.0
14000.0,2008-10-25,consolidate all my credit cards debts,614.0,wa,2 years,26.19
3000.0,2008-10-25,sophomore nursing student needs loan,616.0,or,< 1 year,12.65
20000.0,2008-10-25,consolidation,,fl,4 years,-1.0
24100.0,2008-10-25,personal loan,,ny,4 years,-1.0
19000.0,2008-10-25,,733.0,ny,4 years,30.51
2500.0,2008-10-25,dental payoff,492.0,al,2 years,6.45
7000.0,2008-10-25,consolidat small loans,480.0,al,4 years,31.67
3000.0,2008-10-25,capital,732.0,pa,8 years,33.6
20000.0,2008-10-25,need assistance,676.0,nj,9 years,35.16
25000.0,2008-10-25,closing debt and bad marriage,533.0,ma,< 1 year,51.12
12000.0,2008-10-25,graduate/undergrad ed. expenses,644.0,ma,4 years,14.12
20000.0,2008-10-25,,677.0,ga,< 1 year,25.18
1000.0,2008-10-25,moving cost,527.0,sc,1 year,0.0
15000.0,2008-10-25,becoming debt free,,pa,4 years,-1.0
2500.0,2008-10-25,paying off property taxes,499.0,oh,10+ years,17.35
3500.0,2008-10-25,medical expenses,629.0,pa,5 years,22.82
20000.0,2008-10-25,"buy out lease option, consolodate debt",,co,1 year,-1.0
5000.0,2008-10-25,moving,530.0,sc,1 year,140.0
2500.0,2008-10-25,personal loan,630.0,wa,4 years,30.8
20000.0,2008-10-25,debt consolidation,660.0,pa,9 years,28.0
6000.0,2008-10-25,signature,632.0,al,1 year,20.44
5000.0,2008-10-25,for plane ticket,522.0,ma,2 years,23.7
22525.0,2008-10-25,renovating rental housing,743.0,pa,3 years,28.67
10000.0,2008-10-25,,732.0,ca,2 years,0.99
10000.0,2008-10-25,consolidate bill,673.0,ar,< 1 year,28.48
2000.0,2008-10-25,pay off,511.0,wi,10+ years,34.76
15000.0,2008-10-25,private student loan,570.0,ma,3 years,5.07
4000.0,2008-10-25,my home is in need of major help,550.0,oh,3 years,0.0
2500.0,2008-10-25,help me pay for college,0.0,ky,< 1 year,0.0
23550.0,2008-10-25,college tuition,646.0,tx,3 years,6.24
24000.0,2008-10-25,,,fl,5 years,99999.0
20000.0,2008-10-25,,,ct,< 1 year,99999.0
6000.0,2008-10-25,,689.0,mo,< 1 year,27.78
6000.0,2008-10-25,wanting to bring family current.,504.0,pa,3 years,8.83
1500.0,2008-10-25,i need a ring.,517.0,ga,2 years,377.33
10000.0,2008-10-25,single mother in need of help,,mi,5 years,-1.0
5000.0,2008-10-25,urgent loan..,,wa,2 years,-1.0
4000.0,2008-10-25,need help to finance education  etc,621.0,ca,10+ years,0.0
2000.0,2008-10-25,other,686.0,il,1 year,20.9
5000.0,2008-10-25,home improvement,425.0,fl,10+ years,0.0
3000.0,2008-10-25,paying personal things,622.0,ma,< 1 year,5.48
3500.0,2008-10-25,getting married and a few dollars short,498.0,oh,10+ years,0.0
25000.0,2008-10-25,berkah,,ga,10+ years,-1.0
3000.0,2008-10-25,please help my daughter and i!!!,,ky,1 year,-1.0
4000.0,2008-10-25,,676.0,ny,3 years,8.45
1000.0,2008-10-25,credit cards debt,600.0,ca,< 1 year,10.44
3500.0,2008-10-25,,648.0,pa,8 years,51.4
5000.0,2008-10-25,single dad needs help,573.0,oh,2 years,23.16
4000.0,2008-10-25,moving and cosolidation loan,545.0,tx,4 years,5.54
2000.0,2008-10-25,bryan loan,585.0,il,< 1 year,31.63
5000.0,2008-10-25,credit card consolodation,658.0,az,1 year,18.46
25000.0,2008-10-25,float accounts recievables,,nj,3 years,-1.0
10000.0,2008-10-25,desperate to consolidate debt,512.0,tx,1 year,9.73
9000.0,2008-10-25,building up credit!,543.0,ca,2 years,4.73
1000.0,2008-10-25,pay off bills,629.0,il,7 years,25.35
1500.0,2008-10-25,,747.0,ok,4 years,0.0
3000.0,2008-10-25,,,il,9 years,99999.0
20000.0,2008-10-25,non-profit org to help poor children,,fl,1 year,-1.0
7500.0,2008-10-25,to buy my neighbor used honda hybrid car,757.0,ca,4 years,0.0
1500.0,2008-10-25,,603.0,ny,4 years,2.14
20000.0,2008-10-25,,714.0,mi,< 1 year,44.98
20000.0,2008-10-25,loan for new tool truck,726.0,ca,10+ years,0.51
15000.0,2008-10-25,one payment,645.0,oh,< 1 year,73.1
20000.0,2008-10-25,business loan,706.0,ca,10+ years,1.14
20000.0,2008-10-25,need to reduce payments asap good credit,682.0,co,< 1 year,25.7
3750.0,2008-10-25,law school!,687.0,az,< 1 year,32.12
5000.0,2008-10-25,wedding,641.0,tx,1 year,22.37
10000.0,2008-10-25,leviathanhunter,716.0,ca,4 years,1.6
15000.0,2008-10-25,get a handle on debt,557.0,ca,5 years,8.2
25000.0,2008-10-25,pay off all high rate credit card.,709.0,ca,9 years,24.16
6000.0,2008-10-25,pay credit cards with high interest rate,532.0,al,3 years,12.9
3000.0,2008-10-25,getting out of debt,562.0,sc,1 year,1.16
6800.0,2008-10-25,,708.0,ny,1 year,35.9
3500.0,2008-10-25,loan to pay off student debt,645.0,oh,< 1 year,1.33
25000.0,2008-10-25,debt consolidation,615.0,ar,7 years,21.75
20000.0,2008-10-25,high interest debt consolidation,692.0,az,5 years,43.78
5000.0,2008-10-25,looking for a end to high apr credit car,515.0,al,4 years,5.5
5000.0,2008-10-25,loan for non-college education/training,,va,2 years,-1.0
14000.0,2008-10-25,debt consolidation,658.0,ct,< 1 year,30.48
1000.0,2008-10-25,public,541.0,fl,1 year,10.66
15000.0,2008-10-25,my loan,408.0,ks,10+ years,6.65
10000.0,2008-10-26,brandon's loan,,ca,6 years,-1.0
3000.0,2008-10-26,bill help!,574.0,fl,3 years,0.0
3000.0,2008-10-26,need a cheaper mode of tranportation,659.0,ca,< 1 year,14.0
1000.0,2008-10-26,replacing an aging computer,646.0,il,< 1 year,0.82
9500.0,2008-10-26,trying to improve credit,660.0,md,10+ years,21.6
3000.0,2008-10-26,i am in danger of losing my apartment,507.0,nj,1 year,13.03
15000.0,2008-10-26,college,,co,4 years,-1.0
14500.0,2008-10-26,debt consolidation and reserve acct.,665.0,md,2 years,21.93
25000.0,2008-10-26,entertainment management,,tx,10+ years,-1.0
6000.0,2008-10-26,need help want to only have 1 bill,588.0,mi,1 year,19.53
8000.0,2008-10-26,debt consolidation,598.0,co,< 1 year,1.38
7500.0,2008-10-26,debt consolidation at a better rate.,725.0,tx,8 years,10.59
5000.0,2008-10-26,pool covering and heater,660.0,fl,10+ years,25.25
3000.0,2008-10-26,loan,614.0,fl,4 years,17.09
5000.0,2008-10-26,invest in my hotdog cart business,636.0,pa,10+ years,10.13
10000.0,2008-10-26,,596.0,nj,10+ years,9.67
15000.0,2008-10-26,paying off high interest debts,,tx,2 years,-1.0
3000.0,2008-10-26,funeral,660.0,fl,2 years,0.0
2000.0,2008-10-26,new life,486.0,ct,< 1 year,152.73
3000.0,2008-10-26,loan needed for car purchase,535.0,va,1 year,34.9
5000.0,2008-10-26,help me save money!,687.0,il,3 years,1.32
25000.0,2008-10-26,meta-energy medicine,697.0,ny,10+ years,14.76
20000.0,2008-10-26,pay off high interest credit cards (all),647.0,ar,7 years,46.8
12000.0,2008-10-26,debt consolidation.,713.0,az,< 1 year,90.98
6000.0,2008-10-26,cargo van for busness needed,671.0,ga,6 years,0.27
5000.0,2008-10-26,debt consolidation,569.0,ar,10+ years,38.58
10000.0,2008-10-26,more room for family,640.0,az,10+ years,2.07
10000.0,2008-10-26,small businessman moving to new city!!,694.0,ca,4 years,0.64
3300.0,2008-10-26,pay bills,495.0,ut,10+ years,25.47
20000.0,2008-10-26,education,,ny,1 year,-1.0
6500.0,2008-10-26,realestateinvestmenteducation,663.0,il,4 years,43.25
3000.0,2008-10-26,,,ny,2 years,99999.0
10000.0,2008-10-26,pay-off old credit cards,604.0,wi,< 1 year,68.75
15000.0,2008-10-26,college funding,650.0,oh,1 year,3.03
2000.0,2008-10-26,pay off credit cards,647.0,fl,6 years,21.02
15000.0,2008-10-26,,730.0,ky,6 years,9.9
1000.0,2008-10-26,"family of five needs some help, please",509.0,md,2 years,1.91
2000.0,2008-10-26,consolidate debt,466.0,fl,10+ years,28.09
4500.0,2008-10-26,need loan for health reasons!,536.0,wi,7 years,31.27
25000.0,2008-10-26,debt consolidation,409.0,ca,2 years,17.93
20000.0,2008-10-26,,0.0,pa,9 years,0.0
5000.0,2008-10-26,pay off prosper loan,499.0,wa,10+ years,25.17
25000.0,2008-10-26,medical,593.0,ca,8 years,15.87
6000.0,2008-10-26,single mom in need,480.0,az,< 1 year,27.73
17275.0,2008-10-26,credit card debt consolidation,716.0,pa,8 years,21.63
1000.0,2008-10-26,personal loan,668.0,md,< 1 year,2.33
4700.0,2008-10-26,my childs education/wedding,690.0,ca,10+ years,0.0
10000.0,2008-10-26,discovercard,621.0,ca,1 year,46.65
5000.0,2008-10-26,pay up debt,636.0,ca,< 1 year,3.06
5000.0,2008-10-26,need help,642.0,co,1 year,20.88
20000.0,2008-10-26,consolidation,614.0,tx,< 1 year,29.39
14000.0,2008-10-26,car loan,492.0,co,< 1 year,8.74
3000.0,2008-10-26,,684.0,fl,4 years,1.5
20000.0,2008-10-26,consolidation,614.0,tx,< 1 year,13.54
10000.0,2008-10-26,,715.0,pa,7 years,45.23
15000.0,2008-10-26,need to start own limousine company.,598.0,mo,4 years,4.54
6000.0,2008-10-26,investing in my future,490.0,nj,1 year,0.0
13000.0,2008-10-26,car,452.0,ca,9 years,298.65
5000.0,2008-10-26,financial freedom,642.0,nj,1 year,46.73
10000.0,2008-10-26,,654.0,ms,3 years,27.1
9575.0,2008-10-26,paying off debt to live plastic free!,578.0,sc,3 years,15.03
25000.0,2008-10-26,helping borrowers rebuild credit,574.0,ut,9 years,12.04
3000.0,2008-10-26,pay off credit cards,657.0,va,< 1 year,24.19
2000.0,2008-10-26,borrow,502.0,ny,10+ years,0.0
5000.0,2008-10-26,loan for help,,pa,1 year,-1.0
15000.0,2008-10-26,law school/undergrad school,674.0,fl,< 1 year,72.33
9000.0,2008-10-26,,752.0,ny,< 1 year,28.98
10000.0,2008-10-26,credit card refinance loan,579.0,pa,10+ years,9.95
20000.0,2008-10-26,start-up a small business,578.0,ca,7 years,5.0
4000.0,2008-10-26,trade show,631.0,mn,4 years,25.6
4000.0,2008-10-26,personal loan,697.0,wa,< 1 year,2.31
15000.0,2008-10-26,adoption loan,640.0,tx,10+ years,12.36
8500.0,2008-10-26,school loan,506.0,al,< 1 year,4.25
25000.0,2008-10-26,purchasing rental house.,687.0,ok,1 year,8.23
11775.0,2008-10-26,funds to finish my degree,657.0,il,1 year,37.07
5000.0,2008-10-26,,704.0,ca,3 years,0.28
2000.0,2008-10-26,car loan,447.0,wy,1 year,14.35
5000.0,2008-10-26,school loan,575.0,pa,5 years,1.2
4500.0,2008-10-26,looking to buy a vending machine.,701.0,wa,2 years,39.96
10000.0,2008-10-26,school loan,468.0,or,< 1 year,60.18
20000.0,2008-10-26,debt consolidation,698.0,mn,4 years,28.45
1500.0,2008-10-26,debt consolidation,618.0,nj,< 1 year,1.52
12425.0,2008-10-26,1998 almond backhoe & 1981 mercedes 380,675.0,wa,7 years,24.38
20000.0,2008-10-26,investment purposes,,fl,6 years,-1.0
1000.0,2008-10-26,help pay for daughter wedding,414.0,ky,2 years,30.36
2100.0,2008-10-26,small car loan needed please help,488.0,ca,3 years,11.21
1000.0,2008-10-26,i need this loan 4 a car to get to work,505.0,oh,< 1 year,0.0
16000.0,2008-10-26,,683.0,ak,< 1 year,31.51
5500.0,2008-10-26,truck driving school tuition,0.0,mi,< 1 year,0.0
7000.0,2008-10-26,getting off the credit card treadmill!!,675.0,ca,1 year,17.65
12000.0,2008-10-26,moving expenses pay off,,ny,3 years,-1.0
